pci.bus_id, power.draw [W], utilization.gpu [%], memory.used [MiB]
00000000:92:00.0, 72.94, 0, 40301
00000000:D6:00.0, 64.16, 0, 40301
00000000:DA:00.0, 63.36, 0, 40221
00000000:0F:00.0, 65.12, 0, 40221
00000000:15:00.0, 57.92, 0, 40301
00000000:51:00.0, 62.27, 0, 40301
00000000:54:00.0, 60.31, 0, 40301
00000000:8D:00.0, 59.30, 0, 40301
00000000:92:00.0, 61.39, 0, 40301
00000000:D6:00.0, 65.65, 0, 40301
00000000:DA:00.0, 63.08, 0, 40221
00000000:0F:00.0, 65.72, 0, 40221
00000000:15:00.0, 57.92, 0, 40301
00000000:51:00.0, 62.55, 0, 40301
00000000:54:00.0, 60.91, 0, 40301
00000000:8D:00.0, 59.03, 0, 40301
00000000:92:00.0, 61.07, 0, 40301
00000000:D6:00.0, 65.65, 0, 40301
00000000:DA:00.0, 63.08, 0, 40221
00000000:0F:00.0, 61.60, 0, 40221
00000000:15:00.0, 57.64, 0, 40301
00000000:51:00.0, 68.75, 0, 40301
00000000:54:00.0, 60.91, 0, 40301
00000000:8D:00.0, 59.03, 0, 40301
00000000:92:00.0, 60.78, 0, 40301
00000000:D6:00.0, 65.32, 0, 40301
00000000:DA:00.0, 62.76, 0, 40221
00000000:0F:00.0, 98.14, 99, 40221
00000000:15:00.0, 365.71, 99, 40301
00000000:51:00.0, 323.64, 99, 40301
00000000:54:00.0, 326.33, 100, 40301
00000000:8D:00.0, 357.44, 85, 40301
00000000:92:00.0, 348.66, 100, 40301
00000000:D6:00.0, 372.58, 88, 40301
00000000:DA:00.0, 383.18, 100, 40221
00000000:0F:00.0, 313.90, 100, 40221
00000000:15:00.0, 382.99, 100, 40301
00000000:51:00.0, 348.30, 100, 40301
00000000:54:00.0, 343.43, 100, 40301
00000000:8D:00.0, 340.72, 100, 40301
00000000:92:00.0, 323.97, 100, 40301
00000000:D6:00.0, 350.23, 100, 40301
00000000:DA:00.0, 352.09, 100, 40221
00000000:0F:00.0, 336.27, 100, 40221
00000000:15:00.0, 286.86, 89, 40301
00000000:51:00.0, 370.18, 90, 40301
00000000:54:00.0, 400.86, 100, 40301
00000000:8D:00.0, 157.33, 100, 40301
00000000:92:00.0, 179.73, 95, 40301
00000000:D6:00.0, 176.95, 100, 40301
00000000:DA:00.0, 313.68, 91, 40221
00000000:0F:00.0, 281.60, 100, 40221
00000000:15:00.0, 380.17, 100, 40301
00000000:51:00.0, 196.46, 96, 40301
00000000:54:00.0, 283.62, 100, 40301
00000000:8D:00.0, 324.85, 100, 40301
00000000:92:00.0, 297.50, 100, 40301
00000000:D6:00.0, 366.77, 100, 40301
00000000:DA:00.0, 351.52, 99, 40221
00000000:0F:00.0, 74.08, 0, 40221
00000000:15:00.0, 73.40, 0, 40301
00000000:51:00.0, 73.82, 0, 40301
00000000:54:00.0, 77.55, 0, 40301
00000000:8D:00.0, 76.18, 0, 40301
00000000:92:00.0, 78.08, 0, 40301
00000000:D6:00.0, 73.98, 0, 40301
00000000:DA:00.0, 81.35, 0, 40221
00000000:0F:00.0, 74.08, 0, 40221
00000000:15:00.0, 64.77, 0, 40301
00000000:51:00.0, 58.76, 0, 40301
00000000:54:00.0, 61.25, 0, 40301
00000000:8D:00.0, 59.97, 0, 40301
00000000:92:00.0, 68.82, 0, 40301
00000000:D6:00.0, 63.55, 0, 40301
00000000:DA:00.0, 63.68, 0, 40221
00000000:0F:00.0, 65.79, 0, 40221
00000000:15:00.0, 68.61, 0, 40301
00000000:51:00.0, 58.49, 0, 40301
00000000:54:00.0, 60.97, 0, 40301
00000000:8D:00.0, 59.64, 0, 40301
00000000:92:00.0, 69.16, 0, 40301
00000000:D6:00.0, 65.10, 0, 40301
00000000:DA:00.0, 65.79, 0, 40221
00000000:0F:00.0, 63.42, 0, 40221
00000000:15:00.0, 58.31, 0, 40301
00000000:51:00.0, 58.49, 0, 40301
00000000:54:00.0, 60.58, 0, 40301
00000000:8D:00.0, 59.36, 0, 40301
00000000:92:00.0, 68.82, 0, 40301
00000000:D6:00.0, 64.23, 0, 40301
00000000:DA:00.0, 64.03, 0, 40221
00000000:0F:00.0, 65.44, 0, 40221
00000000:15:00.0, 329.35, 41, 40301
00000000:51:00.0, 364.39, 100, 40301
00000000:54:00.0, 386.33, 100, 40301
00000000:8D:00.0, 364.22, 100, 40301
00000000:92:00.0, 355.68, 100, 40301
00000000:D6:00.0, 377.78, 100, 40301
00000000:DA:00.0, 424.48, 100, 40221
00000000:0F:00.0, 385.65, 71, 40221
00000000:15:00.0, 356.05, 100, 40301
00000000:51:00.0, 351.86, 88, 40301
00000000:54:00.0, 387.60, 98, 40301
00000000:8D:00.0, 328.35, 88, 40301
00000000:92:00.0, 347.78, 100, 40301
00000000:D6:00.0, 344.91, 88, 40301
00000000:DA:00.0, 368.54, 100, 40221
00000000:0F:00.0, 338.35, 76, 40221
00000000:15:00.0, 337.92, 71, 40301
00000000:51:00.0, 390.96, 84, 40301
00000000:54:00.0, 376.42, 100, 40301
00000000:8D:00.0, 117.46, 99, 40301
00000000:92:00.0, 181.21, 100, 40301
00000000:D6:00.0, 117.09, 99, 40301
00000000:DA:00.0, 310.99, 99, 40221
00000000:0F:00.0, 410.23, 100, 40221
00000000:15:00.0, 349.66, 100, 40301
00000000:51:00.0, 365.64, 100, 40301
00000000:54:00.0, 422.24, 100, 40301
00000000:8D:00.0, 382.43, 100, 40301
00000000:92:00.0, 387.20, 100, 40301
00000000:D6:00.0, 396.14, 100, 40301
00000000:DA:00.0, 371.82, 100, 40221
00000000:0F:00.0, 382.63, 100, 40221
00000000:15:00.0, 354.35, 100, 40301
00000000:51:00.0, 345.15, 100, 40301
00000000:54:00.0, 391.16, 100, 40301
00000000:8D:00.0, 349.51, 100, 40301
00000000:92:00.0, 369.57, 100, 40301
00000000:D6:00.0, 312.84, 100, 40301
00000000:DA:00.0, 357.71, 100, 40221
00000000:0F:00.0, 74.62, 0, 40221
00000000:15:00.0, 73.04, 0, 40301
00000000:51:00.0, 73.48, 0, 40301
00000000:54:00.0, 77.55, 0, 40301
00000000:8D:00.0, 71.19, 0, 40301
00000000:92:00.0, 77.67, 0, 40301
00000000:D6:00.0, 73.63, 0, 40301
00000000:DA:00.0, 83.71, 0, 40221
00000000:0F:00.0, 59.30, 0, 40221
00000000:15:00.0, 57.70, 0, 40301
00000000:51:00.0, 64.70, 0, 40301
00000000:54:00.0, 67.75, 0, 40301
00000000:8D:00.0, 65.85, 0, 40301
00000000:92:00.0, 70.30, 0, 40301
00000000:D6:00.0, 61.52, 0, 40301
00000000:DA:00.0, 79.08, 0, 40221
00000000:0F:00.0, 66.11, 0, 40221
00000000:15:00.0, 63.02, 0, 40301
00000000:51:00.0, 58.76, 0, 40301
00000000:54:00.0, 60.97, 0, 40301
00000000:8D:00.0, 59.64, 0, 40301
00000000:92:00.0, 67.68, 0, 40301
00000000:D6:00.0, 63.34, 0, 40301
00000000:DA:00.0, 63.75, 0, 40221
00000000:0F:00.0, 66.11, 0, 40221
00000000:15:00.0, 57.43, 0, 40301
00000000:51:00.0, 58.49, 0, 40301
00000000:54:00.0, 60.64, 0, 40301
00000000:8D:00.0, 59.64, 0, 40301
00000000:92:00.0, 63.88, 0, 40301
00000000:D6:00.0, 64.16, 0, 40301
00000000:DA:00.0, 64.03, 0, 40221
00000000:0F:00.0, 356.83, 100, 40221
00000000:15:00.0, 392.17, 100, 40301
00000000:51:00.0, 167.47, 100, 40301
00000000:54:00.0, 357.29, 100, 40301
00000000:8D:00.0, 351.34, 87, 40301
00000000:92:00.0, 367.49, 100, 40301
00000000:D6:00.0, 342.63, 99, 40301
00000000:DA:00.0, 343.57, 100, 40221
00000000:0F:00.0, 345.68, 100, 40221
00000000:15:00.0, 362.86, 100, 40301
00000000:51:00.0, 386.05, 100, 40301
00000000:54:00.0, 380.86, 99, 40301
00000000:8D:00.0, 349.87, 100, 40301
00000000:92:00.0, 333.66, 100, 40301
00000000:D6:00.0, 338.79, 100, 40301
00000000:DA:00.0, 197.33, 100, 40221
00000000:0F:00.0, 134.31, 99, 40221
00000000:15:00.0, 100.89, 89, 40301
00000000:51:00.0, 239.72, 84, 40301
00000000:54:00.0, 359.05, 100, 40301
00000000:8D:00.0, 138.43, 100, 40301
00000000:92:00.0, 361.03, 100, 40301
00000000:D6:00.0, 258.25, 86, 40301
00000000:DA:00.0, 158.76, 85, 40221
00000000:0F:00.0, 358.04, 100, 40221
00000000:15:00.0, 355.50, 100, 40301
00000000:51:00.0, 338.36, 100, 40301
00000000:54:00.0, 344.38, 99, 40301
00000000:8D:00.0, 282.77, 100, 40301
00000000:92:00.0, 259.75, 100, 40301
00000000:D6:00.0, 273.57, 100, 40301
00000000:DA:00.0, 344.20, 100, 40221
00000000:0F:00.0, 75.31, 0, 40221
00000000:15:00.0, 73.60, 0, 40301
00000000:51:00.0, 74.15, 0, 40301
00000000:54:00.0, 78.16, 0, 40301
00000000:8D:00.0, 77.39, 0, 40301
00000000:92:00.0, 78.63, 0, 40301
00000000:D6:00.0, 74.31, 0, 40301
00000000:DA:00.0, 82.91, 0, 40221
00000000:0F:00.0, 74.35, 0, 40221
00000000:15:00.0, 65.38, 0, 40301
00000000:51:00.0, 60.58, 0, 40301
00000000:54:00.0, 68.08, 0, 40301
00000000:8D:00.0, 75.64, 0, 40301
00000000:92:00.0, 68.01, 0, 40301
00000000:D6:00.0, 59.76, 0, 40301
00000000:DA:00.0, 64.30, 0, 40221
00000000:0F:00.0, 58.76, 0, 40221
00000000:15:00.0, 57.70, 0, 40301
00000000:51:00.0, 65.25, 0, 40301
00000000:54:00.0, 68.69, 0, 40301
00000000:8D:00.0, 66.45, 0, 40301
00000000:92:00.0, 61.19, 0, 40301
00000000:D6:00.0, 58.55, 0, 40301
00000000:DA:00.0, 62.82, 0, 40221
00000000:0F:00.0, 58.70, 0, 40221
00000000:15:00.0, 57.97, 0, 40301
00000000:51:00.0, 66.45, 0, 40301
00000000:54:00.0, 68.36, 0, 40301
00000000:8D:00.0, 66.74, 0, 40301
00000000:92:00.0, 60.91, 0, 40301
00000000:D6:00.0, 58.21, 0, 40301
00000000:DA:00.0, 63.75, 0, 40221
00000000:0F:00.0, 58.49, 0, 40221
00000000:15:00.0, 372.14, 83, 40301
00000000:51:00.0, 341.05, 100, 40301
00000000:54:00.0, 393.71, 100, 40301
00000000:8D:00.0, 365.64, 100, 40301
00000000:92:00.0, 409.77, 100, 40301
00000000:D6:00.0, 361.40, 99, 40301
00000000:DA:00.0, 371.76, 100, 40221
00000000:0F:00.0, 378.81, 78, 40221
00000000:15:00.0, 383.59, 88, 40301
00000000:51:00.0, 364.49, 86, 40301
00000000:54:00.0, 364.97, 87, 40301
00000000:8D:00.0, 390.63, 88, 40301
00000000:92:00.0, 387.20, 88, 40301
00000000:D6:00.0, 321.95, 100, 40301
00000000:DA:00.0, 414.92, 90, 40221
00000000:0F:00.0, 369.19, 100, 40221
00000000:15:00.0, 400.41, 100, 40301
00000000:51:00.0, 355.72, 89, 40301
00000000:54:00.0, 355.91, 100, 40301
00000000:8D:00.0, 399.30, 90, 40301
00000000:92:00.0, 359.88, 100, 40301
00000000:D6:00.0, 359.65, 91, 40301
00000000:DA:00.0, 241.25, 99, 40221
00000000:0F:00.0, 395.80, 99, 40221
00000000:15:00.0, 449.64, 100, 40301
00000000:51:00.0, 414.14, 100, 40301
00000000:54:00.0, 451.28, 100, 40301
00000000:8D:00.0, 416.23, 100, 40301
00000000:92:00.0, 351.98, 100, 40301
00000000:D6:00.0, 360.02, 100, 40301
00000000:DA:00.0, 396.12, 100, 40221
00000000:0F:00.0, 369.80, 100, 40221
00000000:15:00.0, 371.92, 100, 40301
00000000:51:00.0, 366.61, 100, 40301
00000000:54:00.0, 380.92, 100, 40301
00000000:8D:00.0, 330.15, 100, 40301
00000000:92:00.0, 368.09, 100, 40301
00000000:D6:00.0, 343.78, 100, 40301
00000000:DA:00.0, 358.31, 83, 40221
00000000:0F:00.0, 75.31, 0, 40221
00000000:15:00.0, 68.08, 0, 40301
00000000:51:00.0, 73.82, 0, 40301
00000000:54:00.0, 71.33, 0, 40301
00000000:8D:00.0, 76.26, 0, 40301
00000000:92:00.0, 78.08, 0, 40301
00000000:D6:00.0, 73.70, 0, 40301
00000000:DA:00.0, 83.19, 0, 40221
00000000:0F:00.0, 65.79, 0, 40221
00000000:15:00.0, 64.77, 0, 40301
00000000:51:00.0, 58.76, 0, 40301
00000000:54:00.0, 61.58, 0, 40301
00000000:8D:00.0, 60.25, 0, 40301
00000000:92:00.0, 69.09, 0, 40301
00000000:D6:00.0, 64.43, 0, 40301
00000000:DA:00.0, 64.03, 0, 40221
00000000:0F:00.0, 64.63, 0, 40221
00000000:15:00.0, 63.29, 0, 40301
00000000:51:00.0, 58.49, 0, 40301
00000000:54:00.0, 61.25, 0, 40301
00000000:8D:00.0, 59.97, 0, 40301
00000000:92:00.0, 72.42, 0, 40301
00000000:D6:00.0, 70.12, 0, 40301
00000000:DA:00.0, 65.79, 0, 40221
00000000:0F:00.0, 65.79, 0, 40221
00000000:15:00.0, 63.62, 0, 40301
00000000:51:00.0, 58.49, 0, 40301
00000000:54:00.0, 60.97, 0, 40301
00000000:8D:00.0, 59.64, 0, 40301
00000000:92:00.0, 72.06, 0, 40301
00000000:D6:00.0, 66.52, 0, 40301
00000000:DA:00.0, 68.68, 0, 40221
00000000:0F:00.0, 339.50, 94, 40221
00000000:15:00.0, 372.25, 100, 40301
00000000:51:00.0, 363.66, 100, 40301
00000000:54:00.0, 403.55, 100, 40301
00000000:8D:00.0, 337.84, 100, 40301
00000000:92:00.0, 376.63, 100, 40301
00000000:D6:00.0, 354.33, 100, 40301
00000000:DA:00.0, 360.89, 100, 40221
00000000:0F:00.0, 396.73, 79, 40221
00000000:15:00.0, 369.90, 89, 40301
00000000:51:00.0, 379.48, 91, 40301
00000000:54:00.0, 352.34, 100, 40301
00000000:8D:00.0, 400.18, 89, 40301
00000000:92:00.0, 347.51, 100, 40301
00000000:D6:00.0, 329.35, 92, 40301
00000000:DA:00.0, 390.23, 100, 40221
00000000:0F:00.0, 402.34, 82, 40221
00000000:15:00.0, 408.77, 88, 40301
00000000:51:00.0, 158.48, 98, 40301
00000000:54:00.0, 293.07, 100, 40301
00000000:8D:00.0, 260.95, 100, 40301
00000000:92:00.0, 265.67, 100, 40301
00000000:D6:00.0, 383.01, 100, 40301
00000000:DA:00.0, 145.22, 97, 40221
00000000:0F:00.0, 360.66, 100, 40221
00000000:15:00.0, 433.70, 100, 40301
00000000:51:00.0, 387.13, 100, 40301
00000000:54:00.0, 336.43, 100, 40301
00000000:8D:00.0, 360.76, 100, 40301
00000000:92:00.0, 354.85, 100, 40301
00000000:D6:00.0, 362.98, 100, 40301
00000000:DA:00.0, 381.71, 98, 40221
00000000:0F:00.0, 75.56, 0, 40221
00000000:15:00.0, 73.93, 0, 40301
00000000:51:00.0, 74.43, 0, 40301
00000000:54:00.0, 78.16, 0, 40301
00000000:8D:00.0, 77.67, 0, 40301
00000000:92:00.0, 78.55, 0, 40301
00000000:D6:00.0, 73.63, 0, 40301
00000000:DA:00.0, 85.19, 0, 40221
00000000:0F:00.0, 59.30, 0, 40221
00000000:15:00.0, 57.97, 0, 40301
00000000:51:00.0, 72.94, 0, 40301
00000000:54:00.0, 77.55, 0, 40301
00000000:8D:00.0, 60.52, 0, 40301
00000000:92:00.0, 61.52, 0, 40301
00000000:D6:00.0, 65.32, 0, 40301
00000000:DA:00.0, 81.08, 0, 40221
00000000:0F:00.0, 65.85, 0, 40221
00000000:15:00.0, 63.90, 0, 40301
00000000:51:00.0, 58.76, 0, 40301
00000000:54:00.0, 61.58, 0, 40301
00000000:8D:00.0, 59.97, 0, 40301
00000000:92:00.0, 68.01, 0, 40301
00000000:D6:00.0, 64.23, 0, 40301
00000000:DA:00.0, 64.30, 0, 40221
00000000:0F:00.0, 59.03, 0, 40221
00000000:15:00.0, 57.70, 0, 40301
00000000:51:00.0, 59.97, 0, 40301
00000000:54:00.0, 61.19, 0, 40301
00000000:8D:00.0, 66.45, 0, 40301
00000000:92:00.0, 62.89, 0, 40301
00000000:D6:00.0, 62.68, 0, 40301
00000000:DA:00.0, 63.97, 0, 40221
00000000:0F:00.0, 58.70, 0, 40221
00000000:15:00.0, 57.70, 0, 40301
00000000:51:00.0, 66.74, 0, 40301
00000000:54:00.0, 66.52, 0, 40301
00000000:8D:00.0, 70.30, 0, 40301
00000000:92:00.0, 60.85, 0, 40301
00000000:D6:00.0, 58.55, 0, 40301
00000000:DA:00.0, 63.42, 0, 40221
00000000:0F:00.0, 58.70, 0, 40221
00000000:15:00.0, 58.31, 0, 40301
00000000:51:00.0, 65.79, 0, 40301
00000000:54:00.0, 68.89, 0, 40301
00000000:8D:00.0, 67.94, 0, 40301
00000000:92:00.0, 61.46, 0, 40301
00000000:D6:00.0, 58.21, 0, 40301
00000000:DA:00.0, 63.36, 0, 40221
00000000:0F:00.0, 59.58, 0, 40221
00000000:15:00.0, 60.94, 0, 40301
00000000:51:00.0, 68.22, 0, 40301
00000000:54:00.0, 68.29, 0, 40301
00000000:8D:00.0, 61.46, 0, 40301
00000000:92:00.0, 61.46, 0, 40301
00000000:D6:00.0, 58.21, 0, 40301
00000000:DA:00.0, 63.36, 0, 40221
00000000:0F:00.0, 61.94, 0, 40221
00000000:15:00.0, 62.14, 0, 40301
00000000:51:00.0, 67.94, 0, 40301
00000000:54:00.0, 68.36, 0, 40301
00000000:8D:00.0, 59.64, 0, 40301
00000000:92:00.0, 61.52, 0, 40301
00000000:D6:00.0, 58.21, 0, 40301
00000000:DA:00.0, 63.68, 0, 40221
00000000:0F:00.0, 62.82, 0, 40221
00000000:15:00.0, 65.65, 0, 40301
00000000:51:00.0, 59.09, 0, 40301
00000000:54:00.0, 66.59, 0, 40301
00000000:8D:00.0, 59.36, 0, 40301
00000000:92:00.0, 61.73, 0, 40301
00000000:D6:00.0, 58.27, 0, 40301
00000000:DA:00.0, 63.68, 0, 40221
