pci.bus_id, power.draw [W], utilization.gpu [%], memory.used [MiB]
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.28, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 64.85, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 66.51, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.60, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 57.29, 0, 38823
00000000:51:00.0, 67.45, 0, 38823
00000000:54:00.0, 66.72, 0, 38823
00000000:8D:00.0, 64.50, 0, 38823
00000000:92:00.0, 63.91, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 71.25, 0, 38823
00000000:51:00.0, 57.13, 0, 38823
00000000:54:00.0, 70.55, 0, 38823
00000000:8D:00.0, 65.11, 0, 38823
00000000:92:00.0, 71.35, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 63.57, 0, 38823
00000000:15:00.0, 59.90, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 63.91, 0, 38823
00000000:D6:00.0, 63.42, 0, 38823
00000000:DA:00.0, 60.35, 0, 38823
00000000:0F:00.0, 66.51, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 68.12, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.47, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 67.12, 0, 38823
00000000:54:00.0, 66.72, 0, 38823
00000000:8D:00.0, 63.97, 0, 38823
00000000:92:00.0, 62.50, 0, 38823
00000000:D6:00.0, 57.58, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 63.44, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 66.72, 0, 38823
00000000:8D:00.0, 68.33, 0, 38823
00000000:92:00.0, 71.02, 0, 38823
00000000:D6:00.0, 58.46, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.47, 0, 38823
00000000:15:00.0, 63.44, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 68.19, 0, 38823
00000000:8D:00.0, 69.47, 0, 38823
00000000:92:00.0, 75.17, 0, 38823
00000000:D6:00.0, 57.58, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 58.07, 0, 38823
00000000:15:00.0, 68.99, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 66.11, 0, 38823
00000000:8D:00.0, 69.80, 0, 38823
00000000:92:00.0, 68.40, 0, 38823
00000000:D6:00.0, 58.46, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 57.89, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.88, 0, 38823
00000000:D6:00.0, 64.04, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 66.51, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 58.94, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.88, 0, 38823
00000000:D6:00.0, 64.92, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 60.63, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 57.58, 0, 38823
00000000:DA:00.0, 60.95, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 66.11, 0, 38823
00000000:8D:00.0, 64.50, 0, 38823
00000000:92:00.0, 61.56, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 62.24, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 66.72, 0, 38823
00000000:8D:00.0, 64.50, 0, 38823
00000000:92:00.0, 66.92, 0, 38823
00000000:D6:00.0, 58.19, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 62.97, 0, 38823
00000000:15:00.0, 64.91, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 61.56, 0, 38823
00000000:92:00.0, 66.85, 0, 38823
00000000:D6:00.0, 64.04, 0, 38823
00000000:DA:00.0, 60.35, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 61.29, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.88, 0, 38823
00000000:D6:00.0, 64.92, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 61.49, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 58.16, 0, 38823
00000000:51:00.0, 70.68, 0, 38823
00000000:54:00.0, 66.72, 0, 38823
00000000:8D:00.0, 63.91, 0, 38823
00000000:92:00.0, 60.41, 0, 38823
00000000:D6:00.0, 57.58, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 63.44, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 71.09, 0, 38823
00000000:8D:00.0, 64.50, 0, 38823
00000000:92:00.0, 66.58, 0, 38823
00000000:D6:00.0, 58.46, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 63.29, 0, 38823
00000000:15:00.0, 57.29, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.88, 0, 38823
00000000:D6:00.0, 64.85, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 65.04, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 62.16, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.81, 0, 38823
00000000:D6:00.0, 63.42, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 65.77, 0, 38823
00000000:8D:00.0, 61.56, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 62.57, 0, 38823
00000000:51:00.0, 57.47, 0, 38823
00000000:54:00.0, 66.65, 0, 38823
00000000:8D:00.0, 65.11, 0, 38823
00000000:92:00.0, 65.38, 0, 38823
00000000:D6:00.0, 58.40, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 63.42, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 64.23, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 60.63, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 57.56, 0, 38823
00000000:51:00.0, 64.23, 0, 38823
00000000:54:00.0, 65.84, 0, 38823
00000000:8D:00.0, 63.91, 0, 38823
00000000:92:00.0, 63.97, 0, 38823
00000000:D6:00.0, 57.58, 0, 38823
00000000:DA:00.0, 62.10, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 63.16, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 60.47, 0, 38823
00000000:8D:00.0, 62.16, 0, 38823
00000000:92:00.0, 67.45, 0, 38823
00000000:D6:00.0, 62.83, 0, 38823
00000000:DA:00.0, 60.02, 0, 38823
00000000:0F:00.0, 65.04, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 59.81, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 63.42, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 62.97, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 64.78, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.60, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 60.02, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 64.23, 0, 38823
00000000:54:00.0, 66.11, 0, 38823
00000000:8D:00.0, 64.23, 0, 38823
00000000:92:00.0, 62.76, 0, 38823
00000000:D6:00.0, 57.53, 0, 38823
00000000:DA:00.0, 61.76, 0, 38823
00000000:0F:00.0, 57.41, 0, 38823
00000000:15:00.0, 62.24, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 65.51, 0, 38823
00000000:8D:00.0, 65.11, 0, 38823
00000000:92:00.0, 67.45, 0, 38823
00000000:D6:00.0, 58.19, 0, 38823
00000000:DA:00.0, 61.43, 0, 38823
00000000:0F:00.0, 64.44, 0, 38823
00000000:15:00.0, 59.90, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 67.19, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 69.13, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 58.34, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.07, 0, 38823
00000000:92:00.0, 59.60, 0, 38823
00000000:D6:00.0, 65.77, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 70.33, 0, 38823
00000000:15:00.0, 63.16, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 62.83, 0, 38823
00000000:D6:00.0, 68.67, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 66.51, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 57.19, 0, 38823
00000000:54:00.0, 59.67, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.88, 0, 38823
00000000:D6:00.0, 67.52, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 65.04, 0, 38823
00000000:15:00.0, 56.69, 0, 38823
00000000:51:00.0, 62.69, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 71.62, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 62.97, 0, 38823
00000000:15:00.0, 57.02, 0, 38823
00000000:51:00.0, 68.33, 0, 38823
00000000:54:00.0, 59.60, 0, 38823
00000000:8D:00.0, 58.34, 0, 38823
00000000:92:00.0, 59.54, 0, 38823
00000000:D6:00.0, 71.02, 0, 38823
00000000:DA:00.0, 61.82, 0, 38823
00000000:0F:00.0, 57.41, 0, 38875
00000000:15:00.0, 63.44, 0, 38875
00000000:51:00.0, 57.19, 0, 38945
00000000:54:00.0, 65.45, 0, 38823
00000000:8D:00.0, 64.50, 0, 38823
00000000:92:00.0, 67.73, 0, 38875
00000000:D6:00.0, 57.80, 0, 38833
00000000:DA:00.0, 61.76, 0, 38875
00000000:0F:00.0, 57.68, 0, 38875
00000000:15:00.0, 57.56, 2, 38929
00000000:51:00.0, 57.19, 2, 39191
00000000:54:00.0, 65.51, 0, 38875
00000000:8D:00.0, 65.71, 0, 38875
00000000:92:00.0, 68.60, 0, 38875
00000000:D6:00.0, 57.86, 0, 38875
00000000:DA:00.0, 61.49, 0, 38875
00000000:0F:00.0, 64.44, 0, 38875
00000000:15:00.0, 56.69, 0, 38971
00000000:51:00.0, 57.19, 0, 39215
00000000:54:00.0, 59.60, 0, 38875
00000000:8D:00.0, 58.34, 0, 38875
00000000:92:00.0, 59.81, 0, 38875
00000000:D6:00.0, 63.10, 0, 38875
00000000:DA:00.0, 61.82, 0, 38875
00000000:0F:00.0, 57.41, 0, 38875
00000000:15:00.0, 62.24, 0, 39205
00000000:51:00.0, 57.47, 0, 39519
00000000:54:00.0, 66.11, 0, 38875
00000000:8D:00.0, 64.50, 0, 38875
00000000:92:00.0, 66.85, 0, 38929
00000000:D6:00.0, 57.80, 0, 38875
00000000:DA:00.0, 61.82, 0, 38875
00000000:0F:00.0, 57.47, 0, 38875
00000000:15:00.0, 57.56, 0, 39343
00000000:51:00.0, 67.52, 0, 39633
00000000:54:00.0, 67.59, 0, 38875
00000000:8D:00.0, 58.34, 0, 38875
00000000:92:00.0, 59.88, 0, 39063
00000000:D6:00.0, 57.58, 0, 38875
00000000:DA:00.0, 60.02, 0, 38875
00000000:0F:00.0, 63.64, 0, 38923
00000000:15:00.0, 56.69, 0, 39633
00000000:51:00.0, 58.07, 0, 39633
00000000:54:00.0, 59.67, 0, 38875
00000000:8D:00.0, 58.34, 0, 38875
00000000:92:00.0, 61.08, 0, 39201
00000000:D6:00.0, 63.77, 0, 38875
00000000:DA:00.0, 61.82, 0, 38875
00000000:0F:00.0, 57.47, 0, 39183
00000000:15:00.0, 56.69, 0, 39633
00000000:51:00.0, 64.23, 0, 39633
00000000:54:00.0, 66.11, 0, 38875
00000000:8D:00.0, 62.50, 0, 38875
00000000:92:00.0, 59.88, 0, 39547
00000000:D6:00.0, 57.58, 0, 38875
00000000:DA:00.0, 61.82, 0, 38895
00000000:0F:00.0, 57.47, 0, 39241
00000000:15:00.0, 57.56, 0, 39633
00000000:51:00.0, 64.23, 0, 39641
00000000:54:00.0, 66.72, 0, 38875
00000000:8D:00.0, 63.10, 0, 38875
00000000:92:00.0, 59.88, 0, 39633
00000000:D6:00.0, 57.58, 0, 38875
00000000:DA:00.0, 62.16, 0, 39009
00000000:0F:00.0, 63.57, 1, 39569
00000000:15:00.0, 56.69, 0, 39633
00000000:51:00.0, 58.07, 0, 39641
00000000:54:00.0, 59.67, 0, 38875
00000000:8D:00.0, 58.34, 0, 38875
00000000:92:00.0, 59.54, 0, 39633
00000000:D6:00.0, 63.49, 0, 38893
00000000:DA:00.0, 61.82, 0, 39181
00000000:0F:00.0, 66.51, 0, 39633
00000000:15:00.0, 58.49, 0, 39633
00000000:51:00.0, 57.19, 0, 39641
00000000:54:00.0, 59.60, 0, 38875
00000000:8D:00.0, 58.34, 0, 38875
00000000:92:00.0, 60.41, 0, 39633
00000000:D6:00.0, 63.42, 0, 39003
00000000:DA:00.0, 61.82, 0, 39249
00000000:0F:00.0, 57.41, 0, 39633
00000000:15:00.0, 57.29, 0, 39633
00000000:51:00.0, 63.64, 0, 39641
00000000:54:00.0, 66.72, 0, 38905
00000000:8D:00.0, 63.91, 0, 38875
00000000:92:00.0, 60.75, 0, 39633
00000000:D6:00.0, 57.58, 0, 39195
00000000:DA:00.0, 61.82, 1, 39625
00000000:0F:00.0, 57.41, 0, 39633
00000000:15:00.0, 56.69, 0, 39641
00000000:51:00.0, 65.71, 0, 39641
00000000:54:00.0, 63.16, 0, 39055
00000000:8D:00.0, 58.34, 0, 38875
00000000:92:00.0, 59.88, 0, 39633
00000000:D6:00.0, 57.86, 0, 39339
00000000:DA:00.0, 61.76, 0, 39633
00000000:0F:00.0, 63.57, 0, 39633
00000000:15:00.0, 56.69, 0, 39641
00000000:51:00.0, 58.67, 0, 39641
00000000:54:00.0, 59.60, 0, 39197
00000000:8D:00.0, 58.34, 0, 38923
00000000:92:00.0, 59.81, 0, 39633
00000000:D6:00.0, 63.70, 0, 39633
00000000:DA:00.0, 62.10, 0, 39633
00000000:0F:00.0, 57.41, 0, 39633
00000000:15:00.0, 56.69, 0, 39641
00000000:51:00.0, 63.64, 0, 39641
00000000:54:00.0, 66.11, 0, 39561
00000000:8D:00.0, 64.23, 0, 39201
00000000:92:00.0, 60.15, 0, 39633
00000000:D6:00.0, 57.53, 0, 39633
00000000:DA:00.0, 61.82, 0, 39633
00000000:0F:00.0, 57.41, 0, 39633
00000000:15:00.0, 56.69, 0, 39641
00000000:51:00.0, 65.71, 0, 39641
00000000:54:00.0, 66.11, 0, 39633
00000000:8D:00.0, 58.34, 0, 39385
00000000:92:00.0, 59.54, 0, 39633
00000000:D6:00.0, 57.80, 0, 39633
00000000:DA:00.0, 61.82, 0, 39633
00000000:0F:00.0, 58.61, 0, 39633
00000000:15:00.0, 57.02, 0, 39641
00000000:51:00.0, 65.71, 0, 39641
00000000:54:00.0, 60.15, 1, 39633
00000000:8D:00.0, 58.34, 0, 39633
00000000:92:00.0, 59.88, 0, 39641
00000000:D6:00.0, 57.58, 0, 39633
00000000:DA:00.0, 60.35, 1, 39633
00000000:0F:00.0, 281.33, 46, 39641
00000000:15:00.0, 71.25, 94, 39641
00000000:51:00.0, 327.26, 96, 39641
00000000:54:00.0, 325.85, 96, 39641
00000000:8D:00.0, 74.09, 0, 39641
00000000:92:00.0, 75.64, 0, 39641
00000000:D6:00.0, 72.22, 0, 39641
00000000:DA:00.0, 81.64, 27, 39641
00000000:0F:00.0, 72.95, 24, 39669
00000000:15:00.0, 111.42, 22, 39669
00000000:51:00.0, 73.02, 5, 39669
00000000:54:00.0, 78.75, 5, 39669
00000000:8D:00.0, 167.76, 25, 39669
00000000:92:00.0, 73.02, 20, 39669
00000000:D6:00.0, 96.69, 35, 39669
00000000:DA:00.0, 61.49, 25, 39669
00000000:0F:00.0, 79.71, 48, 39669
00000000:15:00.0, 117.24, 22, 39669
00000000:51:00.0, 80.06, 16, 39669
00000000:54:00.0, 132.56, 10, 39669
00000000:8D:00.0, 73.62, 14, 39669
00000000:92:00.0, 118.93, 15, 39669
00000000:D6:00.0, 62.56, 11, 39669
00000000:DA:00.0, 116.89, 11, 39669
00000000:0F:00.0, 74.77, 8, 39669
00000000:15:00.0, 99.67, 3, 39669
00000000:51:00.0, 83.88, 9, 39669
00000000:54:00.0, 174.01, 10, 39669
00000000:8D:00.0, 80.06, 16, 39669
00000000:92:00.0, 192.98, 15, 39669
00000000:D6:00.0, 69.62, 13, 39669
00000000:DA:00.0, 69.73, 30, 39669
00000000:0F:00.0, 61.88, 4, 39669
00000000:15:00.0, 89.44, 20, 39669
00000000:51:00.0, 60.69, 13, 39669
00000000:54:00.0, 73.18, 12, 39669
00000000:8D:00.0, 76.92, 10, 39669
00000000:92:00.0, 71.62, 19, 39669
00000000:D6:00.0, 66.39, 19, 39669
00000000:DA:00.0, 67.99, 19, 39669
00000000:0F:00.0, 209.51, 57, 39669
00000000:15:00.0, 339.90, 43, 39669
00000000:51:00.0, 332.13, 64, 39669
00000000:54:00.0, 348.34, 81, 39669
00000000:8D:00.0, 337.47, 65, 39669
00000000:92:00.0, 312.34, 79, 39669
00000000:D6:00.0, 322.04, 66, 39669
00000000:DA:00.0, 313.76, 80, 39669
00000000:0F:00.0, 72.75, 12, 39721
00000000:15:00.0, 71.40, 0, 39669
00000000:51:00.0, 72.82, 0, 39669
00000000:54:00.0, 76.83, 0, 39679
00000000:8D:00.0, 73.70, 0, 39669
00000000:92:00.0, 75.44, 0, 39669
00000000:D6:00.0, 72.04, 0, 39669
00000000:DA:00.0, 81.21, 0, 39669
00000000:0F:00.0, 258.15, 34, 39721
00000000:15:00.0, 376.08, 66, 39721
00000000:51:00.0, 78.78, 9, 39721
00000000:54:00.0, 341.41, 80, 39721
00000000:8D:00.0, 78.86, 9, 39721
00000000:92:00.0, 80.33, 41, 39721
00000000:D6:00.0, 336.70, 35, 39721
00000000:DA:00.0, 301.46, 58, 39721
00000000:0F:00.0, 72.75, 0, 39721
00000000:15:00.0, 71.67, 0, 39721
00000000:51:00.0, 73.37, 0, 39723
00000000:54:00.0, 75.33, 0, 39723
00000000:8D:00.0, 74.57, 0, 39723
00000000:92:00.0, 76.13, 0, 39723
00000000:D6:00.0, 72.64, 0, 39723
00000000:DA:00.0, 81.81, 0, 39723
00000000:0F:00.0, 58.34, 0, 39723
00000000:15:00.0, 57.95, 0, 39723
00000000:51:00.0, 73.10, 0, 39723
00000000:54:00.0, 60.27, 0, 39723
00000000:8D:00.0, 73.70, 0, 39723
00000000:92:00.0, 75.71, 0, 39723
00000000:D6:00.0, 76.21, 0, 39723
00000000:DA:00.0, 76.84, 0, 39723
00000000:0F:00.0, 58.13, 0, 39723
00000000:15:00.0, 57.35, 0, 39723
00000000:51:00.0, 58.73, 0, 39723
00000000:54:00.0, 59.73, 0, 39723
00000000:8D:00.0, 59.60, 0, 39723
00000000:92:00.0, 59.94, 0, 39723
00000000:D6:00.0, 58.25, 0, 39723
00000000:DA:00.0, 60.69, 0, 39723
00000000:0F:00.0, 61.29, 0, 39729
00000000:15:00.0, 57.35, 0, 39723
00000000:51:00.0, 64.85, 0, 39729
00000000:54:00.0, 59.73, 0, 39729
00000000:8D:00.0, 58.73, 0, 39729
00000000:92:00.0, 59.67, 0, 39729
00000000:D6:00.0, 58.19, 0, 39729
00000000:DA:00.0, 60.69, 0, 39729
00000000:0F:00.0, 58.40, 0, 39873
00000000:15:00.0, 57.35, 0, 39873
00000000:51:00.0, 64.85, 0, 39873
00000000:54:00.0, 60.27, 0, 39873
00000000:8D:00.0, 59.00, 0, 39873
00000000:92:00.0, 59.94, 0, 39873
00000000:D6:00.0, 59.33, 0, 39873
00000000:DA:00.0, 67.73, 0, 39873
00000000:0F:00.0, 58.07, 0, 39999
00000000:15:00.0, 57.08, 0, 39999
00000000:51:00.0, 66.32, 0, 39999
00000000:54:00.0, 61.41, 0, 39999
00000000:8D:00.0, 58.73, 0, 39999
00000000:92:00.0, 59.60, 0, 39999
00000000:D6:00.0, 58.19, 0, 39999
00000000:DA:00.0, 62.44, 0, 39999
00000000:0F:00.0, 58.07, 0, 40143
00000000:15:00.0, 57.35, 0, 40145
00000000:51:00.0, 66.65, 0, 40151
00000000:54:00.0, 62.36, 0, 40149
00000000:8D:00.0, 58.73, 0, 40143
00000000:92:00.0, 60.21, 0, 40143
00000000:D6:00.0, 58.25, 0, 40143
00000000:DA:00.0, 68.93, 0, 40143
00000000:0F:00.0, 57.80, 0, 40155
00000000:15:00.0, 57.08, 0, 40301
00000000:51:00.0, 61.08, 0, 40301
00000000:54:00.0, 66.79, 0, 40299
00000000:8D:00.0, 64.57, 0, 40299
00000000:92:00.0, 60.21, 0, 40299
00000000:D6:00.0, 57.92, 0, 40299
00000000:DA:00.0, 62.44, 0, 40155
00000000:0F:00.0, 251.18, 14, 40221
00000000:15:00.0, 315.17, 85, 40301
00000000:51:00.0, 272.80, 88, 40301
00000000:54:00.0, 288.32, 80, 40301
00000000:8D:00.0, 312.06, 87, 40301
00000000:92:00.0, 302.68, 76, 40301
00000000:D6:00.0, 310.03, 86, 40301
00000000:DA:00.0, 220.18, 89, 40221
00000000:0F:00.0, 353.48, 75, 40221
00000000:15:00.0, 379.35, 69, 40301
00000000:51:00.0, 332.29, 100, 40301
00000000:54:00.0, 352.00, 100, 40301
00000000:8D:00.0, 394.30, 100, 40301
00000000:92:00.0, 405.87, 100, 40301
00000000:D6:00.0, 415.81, 100, 40301
00000000:DA:00.0, 424.14, 100, 40221
00000000:0F:00.0, 357.11, 77, 40221
00000000:15:00.0, 349.08, 88, 40301
00000000:51:00.0, 361.02, 89, 40301
00000000:54:00.0, 378.69, 88, 40301
00000000:8D:00.0, 398.80, 99, 40301
00000000:92:00.0, 386.53, 89, 40301
00000000:D6:00.0, 343.57, 99, 40301
00000000:DA:00.0, 383.94, 90, 40221
00000000:0F:00.0, 386.80, 100, 40221
00000000:15:00.0, 355.60, 47, 40301
00000000:51:00.0, 342.34, 47, 40301
00000000:54:00.0, 361.17, 96, 40301
00000000:8D:00.0, 407.91, 58, 40301
00000000:92:00.0, 307.13, 100, 40301
00000000:D6:00.0, 101.87, 67, 40301
00000000:DA:00.0, 208.47, 100, 40221
00000000:0F:00.0, 356.97, 100, 40221
00000000:15:00.0, 388.94, 100, 40301
00000000:51:00.0, 358.17, 100, 40301
00000000:54:00.0, 361.86, 100, 40301
00000000:8D:00.0, 366.36, 100, 40301
00000000:92:00.0, 386.73, 100, 40301
00000000:D6:00.0, 414.32, 100, 40301
00000000:DA:00.0, 436.73, 100, 40221
00000000:0F:00.0, 74.00, 0, 40221
00000000:15:00.0, 72.57, 0, 40301
00000000:51:00.0, 72.79, 0, 40301
00000000:54:00.0, 76.79, 0, 40301
00000000:8D:00.0, 75.56, 0, 40301
00000000:92:00.0, 77.31, 0, 40301
00000000:D6:00.0, 73.55, 0, 40301
00000000:DA:00.0, 83.44, 0, 40221
00000000:0F:00.0, 61.88, 0, 40221
00000000:15:00.0, 58.25, 0, 40301
00000000:51:00.0, 72.27, 0, 40301
00000000:54:00.0, 61.46, 0, 40301
00000000:8D:00.0, 59.58, 0, 40301
